side,entry_ts,exit_ts,entry_price,exit_price,gross_ret,net_ret,net_pct,bars,win
short,2025-07-24 04:00:00,2025-07-25 04:00:00,186.05,179.49,0.036547997102902574,0.03571892455289971,3.571892455289971,24,True
long,2025-07-25 17:00:00,2025-07-27 01:00:00,180.69,186.31,0.031102994078255675,0.030278276659472247,3.0278276659472247,32,True
long,2025-07-27 14:00:00,2025-07-28 15:00:00,185.77,187.18,0.007590030683102711,0.006784119872961236,0.6784119872961236,25,True
long,2025-07-29 04:00:00,2025-07-31 09:00:00,183.42,182.52,-0.004906771344455274,-0.00570268671246299,-0.570268671246299,53,False
long,2025-07-31 22:00:00,2025-08-04 08:00:00,172.89,163.77,-0.05275030366128741,-0.053507951858406844,-5.350795185840685,82,False
short,2025-08-04 21:00:00,2025-08-05 21:00:00,168.54,162.38,0.03793570636777921,0.03710552387239807,3.710552387239807,24,True
long,2025-08-06 10:00:00,2025-08-07 13:00:00,163.64,171.71,0.049315570765094296,0.04847628619897382,4.847628619897382,27,True
short,2025-08-08 02:00:00,2025-08-10 13:00:00,174.84,178.85,-0.022421023203802015,-0.023202929972602537,-2.3202929972602537,59,False
long,2025-08-11 02:00:00,2025-08-12 03:00:00,185.25,175.53,-0.052469635627530375,-0.05322750831417,-5.322750831417,25,False
long,2025-08-12 16:00:00,2025-08-13 16:00:00,184.85,198.0,0.07113876115769546,0.07028202153097118,7.028202153097118,24,True
short,2025-08-14 05:00:00,2025-08-15 05:00:00,206.57,196.5,0.051246819338422345,0.05040599008244273,5.040599008244273,24,True
long,2025-08-15 18:00:00,2025-08-16 18:00:00,184.17,188.14,0.02155617092903306,0.020739089441277336,2.0739089441277336,24,True
long,2025-08-17 07:00:00,2025-08-17 10:00:00,191.88,193.13,0.006514488221805337,0.005709437673546258,0.5709437673546258,3,True
